cases,region,date
15,REGION V-BICOL REGION,01/10/2016
13,REGION V-BICOL REGION,17/01/2016
9,REGION V-BICOL REGION,24/01/2016
14,REGION V-BICOL REGION,31/01/2016
9,REGION V-BICOL REGION,02/07/2016
17,REGION V-BICOL REGION,14/02/2016
3,REGION V-BICOL REGION,21/02/2016
11,REGION V-BICOL REGION,28/02/2016
8,REGION V-BICOL REGION,03/06/2016
6,REGION V-BICOL REGION,13/03/2016
5,REGION V-BICOL REGION,20/03/2016
5,REGION V-BICOL REGION,27/03/2016
2,REGION V-BICOL REGION,04/03/2016
2,REGION V-BICOL REGION,04/10/2016
6,REGION V-BICOL REGION,17/04/2016
5,REGION V-BICOL REGION,24/04/2016
5,REGION V-BICOL REGION,05/01/2016
3,REGION V-BICOL REGION,05/08/2016
2,REGION V-BICOL REGION,15/05/2016
5,REGION V-BICOL REGION,22/05/2016
4,REGION V-BICOL REGION,29/05/2016
3,REGION V-BICOL REGION,06/05/2016
5,REGION V-BICOL REGION,06/12/2016
9,REGION V-BICOL REGION,19/06/2016
6,REGION V-BICOL REGION,26/06/2016
7,REGION V-BICOL REGION,07/03/2016
4,REGION V-BICOL REGION,07/10/2016
7,REGION V-BICOL REGION,17/07/2016
12,REGION V-BICOL REGION,24/07/2016
5,REGION V-BICOL REGION,31/07/2016
12,REGION V-BICOL REGION,08/07/2016
16,REGION V-BICOL REGION,14/08/2016
15,REGION V-BICOL REGION,21/08/2016
15,REGION V-BICOL REGION,28/08/2016
19,REGION V-BICOL REGION,09/04/2016
20,REGION V-BICOL REGION,09/11/2016
17,REGION V-BICOL REGION,18/09/2016
13,REGION V-BICOL REGION,25/09/2016
16,REGION V-BICOL REGION,10/02/2016
14,REGION V-BICOL REGION,10/09/2016
7,REGION V-BICOL REGION,16/10/2016
19,REGION V-BICOL REGION,23/10/2016
9,REGION V-BICOL REGION,30/10/2016
6,REGION V-BICOL REGION,11/06/2016
9,REGION V-BICOL REGION,13/11/2016
15,REGION V-BICOL REGION,20/11/2016
18,REGION V-BICOL REGION,27/11/2016
19,REGION V-BICOL REGION,12/04/2016
2,REGION V-BICOL REGION,12/11/2016
9,REGION V-BICOL REGION,18/12/2016
14,REGION V-BICOL REGION,25/12/2016
21,REGION III-CENTRAL LUZON,01/10/2016
14,REGION III-CENTRAL LUZON,17/01/2016
24,REGION III-CENTRAL LUZON,24/01/2016
22,REGION III-CENTRAL LUZON,31/01/2016
18,REGION III-CENTRAL LUZON,02/07/2016
24,REGION III-CENTRAL LUZON,14/02/2016
12,REGION III-CENTRAL LUZON,21/02/2016
21,REGION III-CENTRAL LUZON,28/02/2016
12,REGION III-CENTRAL LUZON,03/06/2016
6,REGION III-CENTRAL LUZON,13/03/2016
4,REGION III-CENTRAL LUZON,20/03/2016
10,REGION III-CENTRAL LUZON,27/03/2016
11,REGION III-CENTRAL LUZON,04/03/2016
9,REGION III-CENTRAL LUZON,04/10/2016
6,REGION III-CENTRAL LUZON,17/04/2016
1,REGION III-CENTRAL LUZON,24/04/2016
3,REGION III-CENTRAL LUZON,05/01/2016
1,REGION III-CENTRAL LUZON,05/08/2016
4,REGION III-CENTRAL LUZON,15/05/2016
7,REGION III-CENTRAL LUZON,22/05/2016
1,REGION III-CENTRAL LUZON,29/05/2016
0,REGION III-CENTRAL LUZON,06/05/2016
0,REGION III-CENTRAL LUZON,06/12/2016
0,REGION III-CENTRAL LUZON,19/06/2016
1,REGION III-CENTRAL LUZON,26/06/2016
2,REGION III-CENTRAL LUZON,07/03/2016
9,REGION III-CENTRAL LUZON,07/10/2016
5,REGION III-CENTRAL LUZON,17/07/2016
10,REGION III-CENTRAL LUZON,24/07/2016
6,REGION III-CENTRAL LUZON,31/07/2016
11,REGION III-CENTRAL LUZON,08/07/2016
19,REGION III-CENTRAL LUZON,14/08/2016
38,REGION III-CENTRAL LUZON,21/08/2016
23,REGION III-CENTRAL LUZON,28/08/2016
63,REGION III-CENTRAL LUZON,09/04/2016
53,REGION III-CENTRAL LUZON,09/11/2016
42,REGION III-CENTRAL LUZON,18/09/2016
59,REGION III-CENTRAL LUZON,25/09/2016
46,REGION III-CENTRAL LUZON,10/02/2016
41,REGION III-CENTRAL LUZON,10/09/2016
24,REGION III-CENTRAL LUZON,16/10/2016
41,REGION III-CENTRAL LUZON,23/10/2016
32,REGION III-CENTRAL LUZON,30/10/2016
49,REGION III-CENTRAL LUZON,11/06/2016
37,REGION III-CENTRAL LUZON,13/11/2016
43,REGION III-CENTRAL LUZON,20/11/2016
23,REGION III-CENTRAL LUZON,27/11/2016
16,REGION III-CENTRAL LUZON,12/04/2016
53,REGION III-CENTRAL LUZON,12/11/2016
52,REGION III-CENTRAL LUZON,18/12/2016
28,REGION III-CENTRAL LUZON,25/12/2016
37,REGION III-CENTRAL LUZON,01/10/2016
15,REGION III-CENTRAL LUZON,17/01/2016
14,REGION III-CENTRAL LUZON,24/01/2016
21,REGION III-CENTRAL LUZON,31/01/2016
18,REGION III-CENTRAL LUZON,02/07/2016
8,REGION III-CENTRAL LUZON,14/02/2016
10,REGION III-CENTRAL LUZON,21/02/2016
5,REGION III-CENTRAL LUZON,28/02/2016
6,REGION III-CENTRAL LUZON,03/06/2016
10,REGION III-CENTRAL LUZON,13/03/2016
5,REGION III-CENTRAL LUZON,20/03/2016
3,REGION III-CENTRAL LUZON,27/03/2016
2,REGION III-CENTRAL LUZON,04/03/2016
8,REGION III-CENTRAL LUZON,04/10/2016
5,REGION III-CENTRAL LUZON,17/04/2016
4,REGION III-CENTRAL LUZON,24/04/2016
4,REGION III-CENTRAL LUZON,05/01/2016
1,REGION III-CENTRAL LUZON,05/08/2016
0,REGION III-CENTRAL LUZON,15/05/2016
1,REGION III-CENTRAL LUZON,22/05/2016
3,REGION III-CENTRAL LUZON,29/05/2016
0,REGION III-CENTRAL LUZON,06/05/2016
2,REGION III-CENTRAL LUZON,06/12/2016
9,REGION III-CENTRAL LUZON,19/06/2016
2,REGION III-CENTRAL LUZON,26/06/2016
5,REGION III-CENTRAL LUZON,07/03/2016
21,REGION III-CENTRAL LUZON,07/10/2016
14,REGION III-CENTRAL LUZON,17/07/2016
22,REGION III-CENTRAL LUZON,24/07/2016
9,REGION III-CENTRAL LUZON,31/07/2016
11,REGION III-CENTRAL LUZON,08/07/2016
12,REGION III-CENTRAL LUZON,14/08/2016
24,REGION III-CENTRAL LUZON,21/08/2016
17,REGION III-CENTRAL LUZON,28/08/2016
14,REGION III-CENTRAL LUZON,09/04/2016
15,REGION III-CENTRAL LUZON,09/11/2016
15,REGION III-CENTRAL LUZON,18/09/2016
12,REGION III-CENTRAL LUZON,25/09/2016
7,REGION III-CENTRAL LUZON,10/02/2016
9,REGION III-CENTRAL LUZON,10/09/2016
18,REGION III-CENTRAL LUZON,16/10/2016
7,REGION III-CENTRAL LUZON,23/10/2016
12,REGION III-CENTRAL LUZON,30/10/2016
6,REGION III-CENTRAL LUZON,11/06/2016
6,REGION III-CENTRAL LUZON,13/11/2016
6,REGION III-CENTRAL LUZON,20/11/2016
3,REGION III-CENTRAL LUZON,27/11/2016
7,REGION III-CENTRAL LUZON,12/04/2016
5,REGION III-CENTRAL LUZON,12/11/2016
7,REGION III-CENTRAL LUZON,18/12/2016
1,REGION III-CENTRAL LUZON,25/12/2016
87,REGION III-CENTRAL LUZON,01/10/2016
81,REGION III-CENTRAL LUZON,17/01/2016
88,REGION III-CENTRAL LUZON,24/01/2016
92,REGION III-CENTRAL LUZON,31/01/2016
120,REGION III-CENTRAL LUZON,02/07/2016
83,REGION III-CENTRAL LUZON,14/02/2016
85,REGION III-CENTRAL LUZON,21/02/2016
50,REGION III-CENTRAL LUZON,28/02/2016
57,REGION III-CENTRAL LUZON,03/06/2016
47,REGION III-CENTRAL LUZON,13/03/2016
47,REGION III-CENTRAL LUZON,20/03/2016
37,REGION III-CENTRAL LUZON,27/03/2016
35,REGION III-CENTRAL LUZON,04/03/2016
23,REGION III-CENTRAL LUZON,04/10/2016
28,REGION III-CENTRAL LUZON,17/04/2016
13,REGION III-CENTRAL LUZON,24/04/2016
17,REGION III-CENTRAL LUZON,05/01/2016
17,REGION III-CENTRAL LUZON,05/08/2016
10,REGION III-CENTRAL LUZON,15/05/2016
9,REGION III-CENTRAL LUZON,22/05/2016
6,REGION III-CENTRAL LUZON,29/05/2016
5,REGION III-CENTRAL LUZON,06/05/2016
10,REGION III-CENTRAL LUZON,06/12/2016
9,REGION III-CENTRAL LUZON,19/06/2016
17,REGION III-CENTRAL LUZON,26/06/2016
19,REGION III-CENTRAL LUZON,07/03/2016
23,REGION III-CENTRAL LUZON,07/10/2016
20,REGION III-CENTRAL LUZON,17/07/2016
38,REGION III-CENTRAL LUZON,24/07/2016
58,REGION III-CENTRAL LUZON,31/07/2016
71,REGION III-CENTRAL LUZON,08/07/2016
75,REGION III-CENTRAL LUZON,14/08/2016
65,REGION III-CENTRAL LUZON,21/08/2016
65,REGION III-CENTRAL LUZON,28/08/2016
69,REGION III-CENTRAL LUZON,09/04/2016
82,REGION III-CENTRAL LUZON,09/11/2016
75,REGION III-CENTRAL LUZON,18/09/2016
110,REGION III-CENTRAL LUZON,25/09/2016
101,REGION III-CENTRAL LUZON,10/02/2016
123,REGION III-CENTRAL LUZON,10/09/2016
131,REGION III-CENTRAL LUZON,16/10/2016
97,REGION III-CENTRAL LUZON,23/10/2016
107,REGION III-CENTRAL LUZON,30/10/2016
146,REGION III-CENTRAL LUZON,11/06/2016
107,REGION III-CENTRAL LUZON,13/11/2016
119,REGION III-CENTRAL LUZON,20/11/2016
108,REGION III-CENTRAL LUZON,27/11/2016
98,REGION III-CENTRAL LUZON,12/04/2016
86,REGION III-CENTRAL LUZON,12/11/2016
88,REGION III-CENTRAL LUZON,18/12/2016
59,REGION III-CENTRAL LUZON,25/12/2016
0,Region II-CAGAYAN VALLEY,01/10/2016
0,Region II-CAGAYAN VALLEY,17/01/2016
0,Region II-CAGAYAN VALLEY,24/01/2016
0,Region II-CAGAYAN VALLEY,31/01/2016
0,Region II-CAGAYAN VALLEY,02/07/2016
0,Region II-CAGAYAN VALLEY,14/02/2016
0,Region II-CAGAYAN VALLEY,21/02/2016
0,Region II-CAGAYAN VALLEY,28/02/2016
1,Region II-CAGAYAN VALLEY,03/06/2016
0,Region II-CAGAYAN VALLEY,13/03/2016
1,Region II-CAGAYAN VALLEY,20/03/2016
1,Region II-CAGAYAN VALLEY,27/03/2016
0,Region II-CAGAYAN VALLEY,04/03/2016
1,Region II-CAGAYAN VALLEY,04/10/2016
1,Region II-CAGAYAN VALLEY,17/04/2016
1,Region II-CAGAYAN VALLEY,24/04/2016
0,Region II-CAGAYAN VALLEY,05/01/2016
0,Region II-CAGAYAN VALLEY,05/08/2016
0,Region II-CAGAYAN VALLEY,15/05/2016
2,Region II-CAGAYAN VALLEY,22/05/2016
0,Region II-CAGAYAN VALLEY,29/05/2016
0,Region II-CAGAYAN VALLEY,06/05/2016
0,Region II-CAGAYAN VALLEY,06/12/2016
0,Region II-CAGAYAN VALLEY,19/06/2016
0,Region II-CAGAYAN VALLEY,26/06/2016
0,Region II-CAGAYAN VALLEY,07/03/2016
0,Region II-CAGAYAN VALLEY,07/10/2016
1,Region II-CAGAYAN VALLEY,17/07/2016
0,Region II-CAGAYAN VALLEY,24/07/2016
0,Region II-CAGAYAN VALLEY,31/07/2016
0,Region II-CAGAYAN VALLEY,08/07/2016
0,Region II-CAGAYAN VALLEY,14/08/2016
0,Region II-CAGAYAN VALLEY,21/08/2016
0,Region II-CAGAYAN VALLEY,28/08/2016
0,Region II-CAGAYAN VALLEY,09/04/2016
0,Region II-CAGAYAN VALLEY,09/11/2016
0,Region II-CAGAYAN VALLEY,18/09/2016
0,Region II-CAGAYAN VALLEY,25/09/2016
0,Region II-CAGAYAN VALLEY,10/02/2016
0,Region II-CAGAYAN VALLEY,10/09/2016
0,Region II-CAGAYAN VALLEY,16/10/2016
0,Region II-CAGAYAN VALLEY,23/10/2016
0,Region II-CAGAYAN VALLEY,30/10/2016
0,Region II-CAGAYAN VALLEY,11/06/2016
0,Region II-CAGAYAN VALLEY,13/11/2016
0,Region II-CAGAYAN VALLEY,20/11/2016
0,Region II-CAGAYAN VALLEY,27/11/2016
0,Region II-CAGAYAN VALLEY,12/04/2016
0,Region II-CAGAYAN VALLEY,12/11/2016
0,Region II-CAGAYAN VALLEY,18/12/2016
0,Region II-CAGAYAN VALLEY,25/12/2016
116,REGION IV-A-CALABARZON,01/10/2016
97,REGION IV-A-CALABARZON,17/01/2016
94,REGION IV-A-CALABARZON,24/01/2016
90,REGION IV-A-CALABARZON,31/01/2016
73,REGION IV-A-CALABARZON,02/07/2016
62,REGION IV-A-CALABARZON,14/02/2016
65,REGION IV-A-CALABARZON,21/02/2016
58,REGION IV-A-CALABARZON,28/02/2016
53,REGION IV-A-CALABARZON,03/06/2016
41,REGION IV-A-CALABARZON,13/03/2016
35,REGION IV-A-CALABARZON,20/03/2016
29,REGION IV-A-CALABARZON,27/03/2016
23,REGION IV-A-CALABARZON,04/03/2016
23,REGION IV-A-CALABARZON,04/10/2016
32,REGION IV-A-CALABARZON,17/04/2016
24,REGION IV-A-CALABARZON,24/04/2016
25,REGION IV-A-CALABARZON,05/01/2016
19,REGION IV-A-CALABARZON,05/08/2016
26,REGION IV-A-CALABARZON,15/05/2016
21,REGION IV-A-CALABARZON,22/05/2016
26,REGION IV-A-CALABARZON,29/05/2016
27,REGION IV-A-CALABARZON,06/05/2016
27,REGION IV-A-CALABARZON,06/12/2016
40,REGION IV-A-CALABARZON,19/06/2016
85,REGION IV-A-CALABARZON,26/06/2016
77,REGION IV-A-CALABARZON,07/03/2016
83,REGION IV-A-CALABARZON,07/10/2016
86,REGION IV-A-CALABARZON,17/07/2016
135,REGION IV-A-CALABARZON,24/07/2016
189,REGION IV-A-CALABARZON,31/07/2016
185,REGION IV-A-CALABARZON,08/07/2016
188,REGION IV-A-CALABARZON,14/08/2016
236,REGION IV-A-CALABARZON,21/08/2016
197,REGION IV-A-CALABARZON,28/08/2016
230,REGION IV-A-CALABARZON,09/04/2016
240,REGION IV-A-CALABARZON,09/11/2016
203,REGION IV-A-CALABARZON,18/09/2016
215,REGION IV-A-CALABARZON,25/09/2016
166,REGION IV-A-CALABARZON,10/02/2016
184,REGION IV-A-CALABARZON,10/09/2016
183,REGION IV-A-CALABARZON,16/10/2016
132,REGION IV-A-CALABARZON,23/10/2016
135,REGION IV-A-CALABARZON,30/10/2016
107,REGION IV-A-CALABARZON,11/06/2016
156,REGION IV-A-CALABARZON,13/11/2016
106,REGION IV-A-CALABARZON,20/11/2016
76,REGION IV-A-CALABARZON,27/11/2016
83,REGION IV-A-CALABARZON,12/04/2016
89,REGION IV-A-CALABARZON,12/11/2016
72,REGION IV-A-CALABARZON,18/12/2016
46,REGION IV-A-CALABARZON,25/12/2016
97,REGION III-CENTRAL LUZON,01/10/2016
58,REGION III-CENTRAL LUZON,17/01/2016
76,REGION III-CENTRAL LUZON,24/01/2016
101,REGION III-CENTRAL LUZON,31/01/2016
85,REGION III-CENTRAL LUZON,02/07/2016
105,REGION III-CENTRAL LUZON,14/02/2016
81,REGION III-CENTRAL LUZON,21/02/2016
50,REGION III-CENTRAL LUZON,28/02/2016
49,REGION III-CENTRAL LUZON,03/06/2016
29,REGION III-CENTRAL LUZON,13/03/2016
33,REGION III-CENTRAL LUZON,20/03/2016
35,REGION III-CENTRAL LUZON,27/03/2016
28,REGION III-CENTRAL LUZON,04/03/2016
40,REGION III-CENTRAL LUZON,04/10/2016
19,REGION III-CENTRAL LUZON,17/04/2016
21,REGION III-CENTRAL LUZON,24/04/2016
16,REGION III-CENTRAL LUZON,05/01/2016
11,REGION III-CENTRAL LUZON,05/08/2016
7,REGION III-CENTRAL LUZON,15/05/2016
4,REGION III-CENTRAL LUZON,22/05/2016
13,REGION III-CENTRAL LUZON,29/05/2016
15,REGION III-CENTRAL LUZON,06/05/2016
5,REGION III-CENTRAL LUZON,06/12/2016
13,REGION III-CENTRAL LUZON,19/06/2016
18,REGION III-CENTRAL LUZON,26/06/2016
45,REGION III-CENTRAL LUZON,07/03/2016
55,REGION III-CENTRAL LUZON,07/10/2016
77,REGION III-CENTRAL LUZON,17/07/2016
87,REGION III-CENTRAL LUZON,24/07/2016
156,REGION III-CENTRAL LUZON,31/07/2016
166,REGION III-CENTRAL LUZON,08/07/2016
179,REGION III-CENTRAL LUZON,14/08/2016
191,REGION III-CENTRAL LUZON,21/08/2016
177,REGION III-CENTRAL LUZON,28/08/2016
194,REGION III-CENTRAL LUZON,09/04/2016
185,REGION III-CENTRAL LUZON,09/11/2016
198,REGION III-CENTRAL LUZON,18/09/2016
171,REGION III-CENTRAL LUZON,25/09/2016
146,REGION III-CENTRAL LUZON,10/02/2016
82,REGION III-CENTRAL LUZON,10/09/2016
115,REGION III-CENTRAL LUZON,16/10/2016
103,REGION III-CENTRAL LUZON,23/10/2016
113,REGION III-CENTRAL LUZON,30/10/2016
110,REGION III-CENTRAL LUZON,11/06/2016
67,REGION III-CENTRAL LUZON,13/11/2016
32,REGION III-CENTRAL LUZON,20/11/2016
49,REGION III-CENTRAL LUZON,27/11/2016
105,REGION III-CENTRAL LUZON,12/04/2016
84,REGION III-CENTRAL LUZON,12/11/2016
69,REGION III-CENTRAL LUZON,18/12/2016
89,REGION III-CENTRAL LUZON,25/12/2016
45,Region II-CAGAYAN VALLEY,01/10/2016
19,Region II-CAGAYAN VALLEY,17/01/2016
37,Region II-CAGAYAN VALLEY,24/01/2016
23,Region II-CAGAYAN VALLEY,31/01/2016
15,Region II-CAGAYAN VALLEY,02/07/2016
19,Region II-CAGAYAN VALLEY,14/02/2016
14,Region II-CAGAYAN VALLEY,21/02/2016
12,Region II-CAGAYAN VALLEY,28/02/2016
5,Region II-CAGAYAN VALLEY,03/06/2016
4,Region II-CAGAYAN VALLEY,13/03/2016
2,Region II-CAGAYAN VALLEY,20/03/2016
3,Region II-CAGAYAN VALLEY,27/03/2016
3,Region II-CAGAYAN VALLEY,04/03/2016
3,Region II-CAGAYAN VALLEY,04/10/2016
4,Region II-CAGAYAN VALLEY,17/04/2016
10,Region II-CAGAYAN VALLEY,24/04/2016
5,Region II-CAGAYAN VALLEY,05/01/2016
3,Region II-CAGAYAN VALLEY,05/08/2016
2,Region II-CAGAYAN VALLEY,15/05/2016
8,Region II-CAGAYAN VALLEY,22/05/2016
5,Region II-CAGAYAN VALLEY,29/05/2016
9,Region II-CAGAYAN VALLEY,06/05/2016
12,Region II-CAGAYAN VALLEY,06/12/2016
7,Region II-CAGAYAN VALLEY,19/06/2016
6,Region II-CAGAYAN VALLEY,26/06/2016
10,Region II-CAGAYAN VALLEY,07/03/2016
8,Region II-CAGAYAN VALLEY,07/10/2016
7,Region II-CAGAYAN VALLEY,17/07/2016
13,Region II-CAGAYAN VALLEY,24/07/2016
10,Region II-CAGAYAN VALLEY,31/07/2016
24,Region II-CAGAYAN VALLEY,08/07/2016
31,Region II-CAGAYAN VALLEY,14/08/2016
20,Region II-CAGAYAN VALLEY,21/08/2016
15,Region II-CAGAYAN VALLEY,28/08/2016
7,Region II-CAGAYAN VALLEY,09/04/2016
27,Region II-CAGAYAN VALLEY,09/11/2016
23,Region II-CAGAYAN VALLEY,18/09/2016
22,Region II-CAGAYAN VALLEY,25/09/2016
18,Region II-CAGAYAN VALLEY,10/02/2016
15,Region II-CAGAYAN VALLEY,10/09/2016
10,Region II-CAGAYAN VALLEY,16/10/2016
1,Region II-CAGAYAN VALLEY,23/10/2016
1,Region II-CAGAYAN VALLEY,30/10/2016
10,Region II-CAGAYAN VALLEY,11/06/2016
1,Region II-CAGAYAN VALLEY,13/11/2016
1,Region II-CAGAYAN VALLEY,20/11/2016
1,Region II-CAGAYAN VALLEY,27/11/2016
1,Region II-CAGAYAN VALLEY,12/04/2016
1,Region II-CAGAYAN VALLEY,12/11/2016
2,Region II-CAGAYAN VALLEY,18/12/2016
3,Region II-CAGAYAN VALLEY,25/12/2016
8,REGION V-BICOL REGION,01/10/2016
1,REGION V-BICOL REGION,17/01/2016
3,REGION V-BICOL REGION,24/01/2016
2,REGION V-BICOL REGION,31/01/2016
3,REGION V-BICOL REGION,02/07/2016
0,REGION V-BICOL REGION,14/02/2016
3,REGION V-BICOL REGION,21/02/2016
3,REGION V-BICOL REGION,28/02/2016
1,REGION V-BICOL REGION,03/06/2016
5,REGION V-BICOL REGION,13/03/2016
6,REGION V-BICOL REGION,20/03/2016
2,REGION V-BICOL REGION,27/03/2016
0,REGION V-BICOL REGION,04/03/2016
0,REGION V-BICOL REGION,04/10/2016
6,REGION V-BICOL REGION,17/04/2016
0,REGION V-BICOL REGION,24/04/2016
3,REGION V-BICOL REGION,05/01/2016
1,REGION V-BICOL REGION,05/08/2016
5,REGION V-BICOL REGION,15/05/2016
1,REGION V-BICOL REGION,22/05/2016
2,REGION V-BICOL REGION,29/05/2016
7,REGION V-BICOL REGION,06/05/2016
0,REGION V-BICOL REGION,06/12/2016
3,REGION V-BICOL REGION,19/06/2016
2,REGION V-BICOL REGION,26/06/2016
0,REGION V-BICOL REGION,07/03/2016
1,REGION V-BICOL REGION,07/10/2016
2,REGION V-BICOL REGION,17/07/2016
1,REGION V-BICOL REGION,24/07/2016
6,REGION V-BICOL REGION,31/07/2016
3,REGION V-BICOL REGION,08/07/2016
3,REGION V-BICOL REGION,14/08/2016
1,REGION V-BICOL REGION,21/08/2016
6,REGION V-BICOL REGION,28/08/2016
4,REGION V-BICOL REGION,09/04/2016
0,REGION V-BICOL REGION,09/11/2016
4,REGION V-BICOL REGION,18/09/2016
7,REGION V-BICOL REGION,25/09/2016
4,REGION V-BICOL REGION,10/02/2016
1,REGION V-BICOL REGION,10/09/2016
2,REGION V-BICOL REGION,16/10/2016
2,REGION V-BICOL REGION,23/10/2016
2,REGION V-BICOL REGION,30/10/2016
3,REGION V-BICOL REGION,11/06/2016
5,REGION V-BICOL REGION,13/11/2016
9,REGION V-BICOL REGION,20/11/2016
9,REGION V-BICOL REGION,27/11/2016
8,REGION V-BICOL REGION,12/04/2016
4,REGION V-BICOL REGION,12/11/2016
2,REGION V-BICOL REGION,18/12/2016
3,REGION V-BICOL REGION,25/12/2016
30,REGION V-BICOL REGION,01/10/2016
17,REGION V-BICOL REGION,17/01/2016
14,REGION V-BICOL REGION,24/01/2016
20,REGION V-BICOL REGION,31/01/2016
13,REGION V-BICOL REGION,02/07/2016
11,REGION V-BICOL REGION,14/02/2016
5,REGION V-BICOL REGION,21/02/2016
12,REGION V-BICOL REGION,28/02/2016
9,REGION V-BICOL REGION,03/06/2016
5,REGION V-BICOL REGION,13/03/2016
5,REGION V-BICOL REGION,20/03/2016
9,REGION V-BICOL REGION,27/03/2016
8,REGION V-BICOL REGION,04/03/2016
8,REGION V-BICOL REGION,04/10/2016
9,REGION V-BICOL REGION,17/04/2016
12,REGION V-BICOL REGION,24/04/2016
5,REGION V-BICOL REGION,05/01/2016
1,REGION V-BICOL REGION,05/08/2016
6,REGION V-BICOL REGION,15/05/2016
8,REGION V-BICOL REGION,22/05/2016
12,REGION V-BICOL REGION,29/05/2016
9,REGION V-BICOL REGION,06/05/2016
7,REGION V-BICOL REGION,06/12/2016
11,REGION V-BICOL REGION,19/06/2016
6,REGION V-BICOL REGION,26/06/2016
15,REGION V-BICOL REGION,07/03/2016
14,REGION V-BICOL REGION,07/10/2016
27,REGION V-BICOL REGION,17/07/2016
21,REGION V-BICOL REGION,24/07/2016
24,REGION V-BICOL REGION,31/07/2016
35,REGION V-BICOL REGION,08/07/2016
19,REGION V-BICOL REGION,14/08/2016
12,REGION V-BICOL REGION,21/08/2016
28,REGION V-BICOL REGION,28/08/2016
31,REGION V-BICOL REGION,09/04/2016
23,REGION V-BICOL REGION,09/11/2016
18,REGION V-BICOL REGION,18/09/2016
19,REGION V-BICOL REGION,25/09/2016
19,REGION V-BICOL REGION,10/02/2016
18,REGION V-BICOL REGION,10/09/2016
13,REGION V-BICOL REGION,16/10/2016
15,REGION V-BICOL REGION,23/10/2016
14,REGION V-BICOL REGION,30/10/2016
14,REGION V-BICOL REGION,11/06/2016
11,REGION V-BICOL REGION,13/11/2016
7,REGION V-BICOL REGION,20/11/2016
10,REGION V-BICOL REGION,27/11/2016
12,REGION V-BICOL REGION,12/04/2016
8,REGION V-BICOL REGION,12/11/2016
9,REGION V-BICOL REGION,18/12/2016
15,REGION V-BICOL REGION,25/12/2016
5,REGION V-BICOL REGION,01/10/2016
4,REGION V-BICOL REGION,17/01/2016
1,REGION V-BICOL REGION,24/01/2016
0,REGION V-BICOL REGION,31/01/2016
2,REGION V-BICOL REGION,02/07/2016
5,REGION V-BICOL REGION,14/02/2016
0,REGION V-BICOL REGION,21/02/2016
0,REGION V-BICOL REGION,28/02/2016
1,REGION V-BICOL REGION,03/06/2016
1,REGION V-BICOL REGION,13/03/2016
0,REGION V-BICOL REGION,20/03/2016
0,REGION V-BICOL REGION,27/03/2016
0,REGION V-BICOL REGION,04/03/2016
0,REGION V-BICOL REGION,04/10/2016
0,REGION V-BICOL REGION,17/04/2016
1,REGION V-BICOL REGION,24/04/2016
1,REGION V-BICOL REGION,05/01/2016
1,REGION V-BICOL REGION,05/08/2016
2,REGION V-BICOL REGION,15/05/2016
2,REGION V-BICOL REGION,22/05/2016
0,REGION V-BICOL REGION,29/05/2016
1,REGION V-BICOL REGION,06/05/2016
2,REGION V-BICOL REGION,06/12/2016
3,REGION V-BICOL REGION,19/06/2016
3,REGION V-BICOL REGION,26/06/2016
0,REGION V-BICOL REGION,07/03/2016
3,REGION V-BICOL REGION,07/10/2016
1,REGION V-BICOL REGION,17/07/2016
3,REGION V-BICOL REGION,24/07/2016
0,REGION V-BICOL REGION,31/07/2016
6,REGION V-BICOL REGION,08/07/2016
9,REGION V-BICOL REGION,14/08/2016
4,REGION V-BICOL REGION,21/08/2016
5,REGION V-BICOL REGION,28/08/2016
9,REGION V-BICOL REGION,09/04/2016
7,REGION V-BICOL REGION,09/11/2016
10,REGION V-BICOL REGION,18/09/2016
8,REGION V-BICOL REGION,25/09/2016
6,REGION V-BICOL REGION,10/02/2016
11,REGION V-BICOL REGION,10/09/2016
3,REGION V-BICOL REGION,16/10/2016
0,REGION V-BICOL REGION,23/10/2016
0,REGION V-BICOL REGION,30/10/2016
3,REGION V-BICOL REGION,11/06/2016
0,REGION V-BICOL REGION,13/11/2016
3,REGION V-BICOL REGION,20/11/2016
0,REGION V-BICOL REGION,27/11/2016
5,REGION V-BICOL REGION,12/04/2016
7,REGION V-BICOL REGION,12/11/2016
3,REGION V-BICOL REGION,18/12/2016
2,REGION V-BICOL REGION,25/12/2016
214,REGION IV-A-CALABARZON,01/10/2016
161,REGION IV-A-CALABARZON,17/01/2016
147,REGION IV-A-CALABARZON,24/01/2016
160,REGION IV-A-CALABARZON,31/01/2016
150,REGION IV-A-CALABARZON,02/07/2016
117,REGION IV-A-CALABARZON,14/02/2016
103,REGION IV-A-CALABARZON,21/02/2016
84,REGION IV-A-CALABARZON,28/02/2016
89,REGION IV-A-CALABARZON,03/06/2016
92,REGION IV-A-CALABARZON,13/03/2016
80,REGION IV-A-CALABARZON,20/03/2016
36,REGION IV-A-CALABARZON,27/03/2016
52,REGION IV-A-CALABARZON,04/03/2016
52,REGION IV-A-CALABARZON,04/10/2016
33,REGION IV-A-CALABARZON,17/04/2016
39,REGION IV-A-CALABARZON,24/04/2016
47,REGION IV-A-CALABARZON,05/01/2016
41,REGION IV-A-CALABARZON,05/08/2016
31,REGION IV-A-CALABARZON,15/05/2016
26,REGION IV-A-CALABARZON,22/05/2016
22,REGION IV-A-CALABARZON,29/05/2016
27,REGION IV-A-CALABARZON,06/05/2016
